1,0E-11
1.1,0.08675508414
1.2,0.16595627072
1.3,0.23881429965
1.4,0.30627029831
1.5,0.36907033065
1.6,0.42781583762
1.7,0.48299875905
1.8,0.53502660135
1.9,0.58424071826
2.0,0.63092966936
2.1,0.67534062899
2.2,0.71768498163
2.3,0.75814672884
2.4,0.79688616820
2.5,0.83404395743
2.6,0.86974419718
2.7,0.90409693193
2.8,0.93720019582
2.9,0.96914169888
3.0,1.00000000000
3.1,1.02984681795
3.2,1.05874573506
3.3,1.08675531225
3.4,1.11392865654
3.5,1.14031425572
3.6,1.16595649887
3.7,1.19089612554
3.8,1.21517061573
3.9,1.23881452776
4.0,1.26185956688
4.1,1.28433598473
4.2,1.30627052639
4.3,1.32768891306
4.4,1.34861487910
4.5,1.36907055874
4.6,1.38907662638
4.7,1.40865242238
4.8,1.42781606572
4.9,1.44658455400
5.0,1.46497362678
5.1,1.48299898718
5.2,1.50067409461
5.3,1.51801251286
5.4,1.53502682941
5.5,1.55172893904
5.6,1.56813009332
5.7,1.58424094630
5.8,1.60007159641
5.9,1.61563162369
6.0,1.63092989749
6.1,1.64597574807
6.2,1.66077671534
6.3,1.67534085701
6.4,1.68967563254
6.5,1.70378815457
6.6,1.71768520977
6.7,1.73137327869
6.8,1.74485855404
6.9,1.75814695691
7.0,1.77124392509
7.1,1.78415556733
7.2,1.79688639627
7.3,1.80944162201
7.4,1.82182602305
7.5,1.83404418551
7.6,1.84610051325
7.7,1.85799923728
7.8,1.86974442526
7.9,1.88133998881
8.0,1.89278946437
8.1,1.90409716005
8.2,1.91526588214
8.3,1.92629922251
8.4,1.93720042388
8.5,1.94797261393
8.6,1.95861881059
8.7,1.96914192694
8.8,1.97954477663
8.9,1.98983007732
9.0,2.00000022812
9.1,2.01005845285
9.2,2.02000652379
9.3,2.02984704597
9.4,2.03958231988
9.5,2.04921457309
9.6,2.05874596321
9.7,2.06817858052
9.8,2.07751445151
9.9,2.08675554027
10.0,2.09590352429
10.1,2.10496093587
10.2,2.11392888461
10.3,2.12280933978
10.4,2.13160399209
10.5,2.14031448378
10.6,2.14894241038
10.7,2.15748932221
10.8,2.16595672692
10.9,2.17434608975
11.0,2.18265860843
11.1,2.19089635364
11.2,2.19905999072
11.3,2.20715106122
11.4,2.21517084377
11.5,2.22312058371
11.6,2.23100149391
11.7,2.23881475579
11.8,2.24656152122
11.9,2.25424291213
12.0,2.26185979500
12.1,2.26941392061
12.2,2.27690564548
12.3,2.28433621277
12.4,2.29170661282
12.5,2.29901781225
12.6,2.30627075456
12.7,2.31346636056
12.8,2.32060553006
12.9,2.32768914106
13.0,2.33471782395
13.1,2.34169310093
13.2,2.34861510715
13.3,2.35548487138
13.4,2.36230317619
13.5,2.36907078680
13.6,2.37578845155
13.7,2.38245690202
13.8,2.38907685444
13.9,2.39564900875
14.0,2.40217382260
14.1,2.40865265045
14.2,2.41508546473
14.3,2.42147313614
14.4,2.42781629377
14.5,2.43411555374
14.6,2.44037151956
14.7,2.44658478204
14.8,2.45275592055
14.9,2.45888550207
15.0,2.46497385490
